return_id,order_id,customer_id,return_date,reason,refund_amount,return_status
34710,196047,52345,2025-08-14,Late Delivery,75.53,Completed
34711,36772,92562,2023-03-22,Late Delivery,195.0,Completed
34712,73823,807,2024-12-30,Late Delivery,271.85,Completed
34713,332173,83121,2023-04-10,Changed Mind,223.1,Completed
34714,311499,20428,2024-01-17,Damaged,152.42,Approved
34715,85570,93528,2025-03-27,Changed Mind,284.64,Completed
34716,284598,63288,2023-05-28,Late Delivery,266.89,Approved
34717,209121,38903,2025-10-08,Changed Mind,494.51,Completed
34718,335988,50547,2025-03-14,Not as Described,397.17,Completed
34719,475966,75529,2023-10-16,Not as Described,198.02,Approved
34720,447327,4883,2024-09-15,Damaged,187.89,Completed
34721,265973,44780,2025-02-01,Not as Described,411.67,Approved
34722,321796,38511,2023-08-17,Changed Mind,99.88,Completed
34723,137704,43373,2024-11-29,Changed Mind,314.38,Rejected
34724,318964,92039,2025-11-30,Not as Described,362.8,Completed
34725,40374,67051,2025-01-06,Late Delivery,191.22,Completed
34726,10319,98525,2023-02-15,Wrong Item,282.92,Completed
34727,115513,69379,2024-04-22,Damaged,117.36,Completed
34728,102061,78474,2025-10-26,Late Delivery,195.89,Completed
34729,229739,81136,2024-09-18,Not as Described,321.13,Completed
34730,430052,46922,2025-03-03,Damaged,399.58,Completed
34731,103387,38637,2023-12-24,Late Delivery,368.13,Rejected
34732,105526,25948,2023-10-10,Not as Described,54.56,Completed
34733,3467,98425,2024-11-12,Not as Described,442.38,Rejected
34734,207276,91143,2023-12-30,Changed Mind,327.94,Completed
34735,409786,43460,2024-12-11,Late Delivery,47.54,Completed
34736,268636,72428,2025-12-03,Not as Described,422.01,Approved
34737,288172,60571,2025-09-14,Not as Described,66.93,Approved
34738,373226,39702,2023-04-29,Wrong Item,195.87,Completed
34739,84093,51100,2023-11-23,Damaged,450.25,Completed
34740,98799,38040,2024-12-27,Not as Described,187.52,Completed
34741,367703,8855,2024-07-09,Damaged,491.39,Completed
34742,332324,80202,2024-12-08,Not as Described,219.68,Completed
34743,413799,18099,2024-08-01,Not as Described,53.23,Completed
34744,499328,28169,2024-02-22,Changed Mind,51.29,Completed
34745,455963,82412,2024-02-13,Damaged,17.7,Approved
34746,377326,70049,2024-12-16,Not as Described,486.7,Completed
34747,489223,71568,2025-06-11,Late Delivery,11.75,Completed
34748,270059,80246,2023-08-21,Damaged,167.31,Completed
34749,202011,95720,2025-01-06,Wrong Item,101.17,Completed
34750,160640,20114,2025-08-28,Wrong Item,349.54,Completed
34751,230779,49857,2025-03-29,Changed Mind,451.67,Approved
34752,243663,5390,2024-12-14,Wrong Item,136.39,Completed
34753,48318,20287,2023-08-15,Changed Mind,284.29,Completed
34754,452836,84769,2025-01-14,Not as Described,284.8,Completed
34755,213250,66068,2025-06-30,Late Delivery,156.74,Completed
34756,193905,39143,2023-10-17,Changed Mind,344.95,Completed
34757,469925,43025,2025-05-28,Not as Described,205.42,Completed
34758,105196,3616,2025-11-21,Wrong Item,134.07,Completed
34759,322672,31442,2023-11-14,Not as Described,115.48,Completed
34760,302458,84645,2023-05-15,Not as Described,447.21,Completed
34761,217128,85756,2024-10-29,Late Delivery,251.91,Completed
34762,214712,94212,2023-10-22,Not as Described,327.36,Completed
34763,148245,71593,2023-08-08,Not as Described,192.05,Completed
34764,237663,89669,2023-07-14,Changed Mind,104.73,Rejected
34765,405386,32686,2025-05-23,Damaged,124.33,Rejected
34766,460825,66659,2024-07-27,Not as Described,192.04,Approved
34767,38785,89237,2023-01-20,Not as Described,389.8,Completed
34768,157361,62731,2023-01-24,Not as Described,162.76,Completed
34769,73222,21882,2023-11-01,Not as Described,295.65,Completed
34770,332714,5232,2024-07-03,Late Delivery,361.14,Completed
34771,97655,11935,2023-10-26,Damaged,347.02,Completed
34772,492070,99730,2023-02-13,Not as Described,351.97,Approved
34773,356625,10125,2023-07-17,Not as Described,326.19,Completed
34774,4051,56394,2024-06-01,Changed Mind,75.14,Approved
34775,98042,4383,2024-02-17,Changed Mind,417.0,Completed
34776,342749,66588,2023-06-11,Damaged,254.58,Approved
34777,104157,73052,2025-11-01,Damaged,304.06,Completed
34778,204938,75092,2025-09-12,Changed Mind,102.49,Approved
34779,349002,96179,2024-10-04,Late Delivery,190.0,Approved
34780,428715,93655,2023-04-07,Not as Described,480.94,Completed
34781,466089,93335,2025-12-06,Damaged,239.93,Approved
34782,165165,41705,2023-12-14,Changed Mind,373.66,Completed
34783,392677,81696,2023-05-24,Not as Described,221.08,Completed
34784,237583,20200,2024-11-28,Damaged,256.03,Approved
34785,499064,90155,2025-12-23,Changed Mind,406.33,Completed
34786,222813,7142,2025-11-29,Late Delivery,357.0,Completed
34787,260993,15321,2024-07-27,Not as Described,420.18,Completed
34788,174846,61307,2025-06-15,Wrong Item,378.2,Completed
34789,121686,59979,2023-06-10,Changed Mind,109.99,Completed
34790,366105,12730,2024-06-19,Changed Mind,372.32,Approved
34791,89197,26484,2025-12-07,Late Delivery,62.07,Completed
34792,430213,13156,2025-05-22,Changed Mind,209.01,Completed
34793,351021,3141,2025-10-27,Wrong Item,29.86,Approved
34794,247603,57038,2025-09-24,Not as Described,489.21,Completed
34795,18543,50939,2024-01-21,Not as Described,284.91,Approved
34796,217044,53153,2025-07-22,Changed Mind,406.1,Completed
34797,263462,74101,2025-08-21,Not as Described,443.78,Completed
34798,91902,9148,2025-12-26,Changed Mind,133.2,Approved
34799,453212,387,2024-10-26,Not as Described,217.78,Completed
34800,80759,13796,2023-01-28,Changed Mind,314.56,Completed
34801,321964,95752,2024-08-12,Wrong Item,18.22,Approved
34802,107417,83408,2023-11-24,Damaged,255.86,Approved
34803,128748,74792,2025-12-17,Wrong Item,396.73,Completed
34804,401700,26221,2024-09-27,Changed Mind,434.84,Completed
34805,326594,71044,2024-06-28,Not as Described,386.83,Completed
34806,186896,44230,2025-06-13,Wrong Item,463.34,Completed
34807,465263,47540,2025-09-18,Late Delivery,423.86,Completed
34808,102916,93769,2023-12-20,Not as Described,210.92,Completed
34809,462814,92679,2024-02-11,Changed Mind,454.16,Completed
34810,486503,30286,2023-01-30,Changed Mind,403.15,Completed
34811,31766,85684,2023-08-03,Not as Described,201.18,Completed
34812,236423,87922,2026-01-07,Changed Mind,440.53,Completed
34813,336291,84705,2025-12-20,Damaged,263.81,Completed
34814,290693,83285,2023-12-09,Changed Mind,395.9,Completed
34815,441066,37378,2023-02-03,Changed Mind,482.79,Completed
34816,9154,24111,2024-01-26,Not as Described,228.62,Completed
34817,143692,74866,2024-11-25,Changed Mind,77.87,Completed
34818,1456,345,2025-01-28,Late Delivery,491.94,Completed
34819,117607,6641,2025-09-05,Damaged,263.54,Completed
34820,258903,51141,2025-06-29,Late Delivery,499.72,Rejected
34821,145424,62845,2023-08-22,Late Delivery,311.33,Completed
34822,151820,84841,2025-02-07,Not as Described,319.39,Completed
34823,355295,52783,2023-05-14,Late Delivery,130.92,Completed
34824,4941,40745,2025-05-28,Damaged,315.33,Completed
34825,173077,15637,2023-04-27,Wrong Item,98.8,Completed
34826,240283,53962,2024-09-19,Wrong Item,267.3,Completed
34827,485049,43582,2025-07-14,Changed Mind,381.01,Rejected
34828,191646,96969,2025-07-04,Not as Described,14.91,Completed
34829,126463,53925,2025-04-24,Damaged,423.42,Approved
34830,448677,14469,2024-11-21,Not as Described,347.13,Completed
34831,344690,14049,2024-01-02,Not as Described,360.15,Rejected
34832,241326,20109,2024-12-13,Late Delivery,179.06,Completed
34833,30342,28254,2025-08-09,Changed Mind,248.46,Completed
34834,310116,47963,2023-10-10,Damaged,362.68,Completed
34835,263212,88449,2025-09-07,Changed Mind,92.4,Rejected
34836,120385,64661,2023-02-17,Damaged,56.42,Completed
34837,66919,29075,2025-11-24,Late Delivery,178.95,Completed
34838,318370,93240,2024-09-29,Changed Mind,495.42,Completed
34839,373212,70904,2023-12-01,Changed Mind,427.84,Completed
34840,58610,92729,2023-09-04,Changed Mind,391.58,Completed
34841,325917,31330,2025-01-09,Late Delivery,224.27,Completed
34842,378798,29849,2023-03-16,Changed Mind,404.4,Completed
34843,20329,41680,2024-02-24,Late Delivery,341.84,Completed
34844,90444,43120,2023-02-24,Changed Mind,431.02,Approved
34845,387304,12891,2025-10-06,Not as Described,485.12,Completed
34846,284490,84888,2023-12-09,Damaged,320.06,Approved
34847,334954,24868,2025-04-11,Late Delivery,426.39,Rejected
34848,21851,29400,2025-11-24,Changed Mind,437.46,Completed
34849,36694,94842,2024-03-19,Changed Mind,464.97,Approved
34850,316960,94644,2024-04-15,Late Delivery,412.05,Completed
34851,33416,97990,2024-12-20,Changed Mind,445.6,Completed
34852,361114,70420,2023-11-30,Changed Mind,401.11,Completed
34853,150644,89658,2024-04-25,Damaged,103.21,Completed
34854,80443,27083,2024-07-11,Damaged,342.08,Rejected
34855,33744,58440,2023-10-10,Changed Mind,398.58,Completed
34856,36510,47046,2025-04-29,Late Delivery,361.61,Completed
34857,93559,90768,2024-12-10,Changed Mind,88.79,Rejected
34858,87210,97394,2025-03-19,Changed Mind,356.17,Completed
34859,105141,83859,2025-07-26,Changed Mind,424.87,Completed
34860,361957,48443,2025-05-16,Damaged,101.01,Completed
34861,154452,43611,2026-01-04,Changed Mind,317.1,Rejected
34862,122715,21545,2025-12-03,Damaged,257.36,Completed
34863,202891,60529,2024-03-13,Not as Described,290.53,Completed
34864,354902,53591,2024-04-14,Changed Mind,181.99,Completed
34865,298798,34880,2025-12-12,Changed Mind,35.52,Completed
34866,413230,67448,2023-02-10,Not as Described,129.12,Approved
34867,109555,28153,2023-04-16,Not as Described,93.39,Completed
34868,422489,16357,2024-10-31,Late Delivery,412.92,Completed
34869,270611,37735,2025-10-15,Wrong Item,432.49,Completed
34870,174681,24192,2023-10-19,Late Delivery,77.67,Approved
34871,314605,61684,2023-02-28,Changed Mind,191.19,Completed
34872,26256,97139,2024-01-26,Changed Mind,481.62,Completed
34873,487786,45511,2024-12-12,Changed Mind,448.23,Rejected
34874,425493,15197,2023-10-10,Late Delivery,292.67,Completed
34875,367449,29586,2024-12-18,Changed Mind,59.58,Completed
34876,451466,57912,2024-06-16,Not as Described,252.85,Completed
34877,325980,29475,2024-03-03,Changed Mind,225.84,Rejected
34878,298922,73896,2023-05-28,Wrong Item,118.85,Completed
34879,151271,92053,2023-07-09,Wrong Item,266.11,Completed
34880,33561,1906,2025-02-05,Not as Described,275.17,Completed
34881,8879,12529,2023-04-13,Damaged,62.98,Completed
34882,90449,60717,2024-04-19,Not as Described,499.04,Completed
34883,401793,81793,2023-11-07,Late Delivery,42.52,Completed
34884,249725,54980,2025-06-24,Damaged,453.37,Completed
34885,88823,17310,2023-03-19,Changed Mind,297.19,Completed
34886,70086,38531,2025-11-23,Damaged,485.18,Completed
34887,270309,48436,2026-01-07,Late Delivery,383.88,Approved
34888,182660,79511,2024-03-23,Changed Mind,217.23,Completed
34889,287025,64305,2025-07-27,Late Delivery,158.75,Completed
34890,326083,88673,2023-12-08,Late Delivery,323.0,Rejected
34891,15232,26208,2023-03-21,Changed Mind,145.82,Completed
34892,283764,20032,2023-09-01,Damaged,247.66,Rejected
34893,129899,74597,2024-09-05,Changed Mind,469.15,Completed
34894,199465,77645,2023-03-17,Not as Described,177.88,Completed
34895,446436,90792,2024-04-13,Changed Mind,308.57,Rejected
34896,408735,77018,2024-07-18,Wrong Item,151.99,Rejected
34897,122025,20755,2024-05-24,Not as Described,411.06,Completed
34898,482407,14651,2023-04-09,Damaged,191.24,Completed
34899,327155,25977,2025-11-28,Damaged,310.76,Approved
34900,382172,43574,2025-10-13,Damaged,171.25,Completed
34901,10073,69383,2024-03-23,Changed Mind,87.75,Rejected
34902,113546,61257,2023-12-29,Not as Described,299.66,Approved
34903,19566,4912,2024-04-22,Late Delivery,373.3,Completed
34904,409102,55253,2024-12-18,Late Delivery,131.15,Completed
34905,46438,50047,2023-08-13,Not as Described,413.85,Completed
34906,361942,64082,2023-10-24,Changed Mind,413.84,Completed
34907,426330,33911,2025-12-18,Damaged,425.5,Completed
34908,225453,93743,2025-11-20,Late Delivery,170.45,Completed
34909,218203,71711,2025-02-20,Damaged,227.98,Completed
34910,120471,26780,2024-11-14,Changed Mind,58.4,Completed
34911,88417,35708,2024-11-20,Damaged,420.79,Completed
34912,77827,94674,2025-10-11,Not as Described,456.0,Completed
34913,232994,15161,2023-07-19,Changed Mind,426.68,Completed
34914,48510,89012,2023-08-08,Late Delivery,437.67,Completed
34915,417186,49948,2023-08-05,Not as Described,249.49,Completed
34916,36039,59190,2025-02-13,Changed Mind,289.88,Completed
34917,204626,82313,2025-07-09,Not as Described,212.45,Completed
34918,490380,74001,2023-09-28,Wrong Item,451.58,Approved
34919,37298,25807,2024-01-22,Damaged,422.94,Completed
34920,35201,40741,2023-04-07,Changed Mind,66.42,Completed
34921,36284,57833,2024-12-15,Not as Described,330.64,Completed
34922,15687,57607,2025-12-29,Late Delivery,85.1,Completed
34923,164912,9542,2025-04-01,Wrong Item,270.18,Completed
34924,266416,1368,2025-08-31,Wrong Item,32.55,Completed
34925,138561,85150,2023-09-29,Not as Described,477.31,Completed
34926,242492,37486,2024-08-28,Not as Described,424.36,Completed
34927,300864,38719,2024-12-24,Damaged,189.44,Completed
34928,349589,34677,2023-12-15,Changed Mind,253.68,Approved
34929,70097,59287,2023-08-19,Damaged,390.22,Completed
34930,443639,33049,2025-08-19,Damaged,462.78,Approved
34931,482076,33673,2023-08-02,Not as Described,40.72,Completed
34932,43519,93875,2023-03-24,Changed Mind,320.93,Completed
34933,357526,50850,2023-01-28,Changed Mind,226.99,Completed
34934,197458,80542,2025-04-15,Damaged,204.75,Completed
34935,328491,55405,2024-10-04,Wrong Item,181.36,Completed
34936,274136,20990,2025-06-24,Damaged,48.14,Completed
34937,4261,42012,2023-09-04,Late Delivery,366.19,Approved
34938,18749,74247,2023-04-18,Late Delivery,443.53,Completed
34939,132009,93107,2025-06-26,Not as Described,90.5,Completed
34940,54249,99653,2023-04-28,Changed Mind,246.56,Completed
34941,482985,97378,2024-08-23,Not as Described,310.95,Completed
34942,379812,57404,2023-04-05,Damaged,159.48,Completed
34943,64282,49697,2025-01-09,Late Delivery,283.25,Approved
34944,434645,50396,2023-02-18,Not as Described,343.32,Completed
34945,257109,32600,2024-08-20,Not as Described,404.95,Completed
34946,339222,71320,2025-01-23,Changed Mind,30.72,Completed
34947,493169,12392,2025-09-11,Damaged,334.34,Completed
34948,15084,36972,2023-08-23,Wrong Item,367.2,Completed
34949,398337,60695,2024-01-01,Changed Mind,47.22,Completed
34950,70513,38466,2024-05-05,Changed Mind,13.56,Completed
34951,360435,92102,2024-09-22,Late Delivery,197.22,Completed
34952,334591,85416,2023-11-01,Not as Described,224.24,Completed
34953,409356,6365,2025-01-02,Changed Mind,313.81,Completed
34954,238216,88887,2024-11-11,Damaged,92.76,Completed
34955,2409,6377,2024-11-11,Damaged,489.27,Completed
34956,154985,14185,2023-07-25,Not as Described,414.23,Approved
34957,437887,74750,2023-12-11,Not as Described,133.25,Completed
34958,132827,90402,2025-02-15,Wrong Item,408.36,Completed
34959,45709,73274,2023-03-30,Not as Described,82.27,Completed
34960,224219,92073,2024-10-22,Changed Mind,497.23,Approved
34961,494519,53994,2025-04-14,Late Delivery,90.74,Completed
34962,204551,40772,2024-07-07,Damaged,208.96,Approved
34963,136757,4884,2025-10-07,Not as Described,207.41,Approved
34964,264594,58158,2025-11-22,Wrong Item,279.87,Completed
34965,448776,40950,2024-11-16,Damaged,474.14,Completed
34966,215035,21465,2026-01-02,Damaged,122.88,Completed
34967,65534,47637,2025-12-29,Late Delivery,276.33,Completed
34968,485925,64406,2024-02-20,Late Delivery,93.5,Completed
34969,22441,4082,2025-08-09,Wrong Item,51.22,Completed
34970,79061,25945,2023-08-22,Wrong Item,110.48,Completed
34971,288832,52900,2024-05-09,Damaged,120.69,Rejected
34972,108106,22215,2025-09-09,Not as Described,189.03,Completed
34973,288265,28818,2023-08-31,Changed Mind,400.98,Completed
34974,84741,12570,2026-01-01,Changed Mind,293.9,Completed
34975,142844,98103,2025-01-10,Changed Mind,198.6,Completed
34976,267760,17283,2024-09-06,Damaged,403.68,Completed
34977,265135,56505,2023-02-03,Changed Mind,186.79,Completed
34978,464793,34574,2023-05-24,Not as Described,66.13,Completed
34979,302311,66282,2024-03-08,Damaged,467.07,Completed
34980,62932,77131,2025-07-02,Changed Mind,323.56,Rejected
34981,486915,19624,2024-12-06,Late Delivery,73.75,Completed
34982,171895,42758,2025-01-12,Changed Mind,202.54,Completed
34983,184595,71757,2025-10-20,Late Delivery,41.33,Completed
34984,397626,6811,2023-05-25,Not as Described,492.25,Completed
34985,374750,71702,2025-02-02,Not as Described,128.21,Rejected
34986,486499,88371,2025-10-21,Damaged,486.34,Rejected
34987,189671,69437,2024-12-20,Changed Mind,434.48,Completed
34988,372362,89378,2023-09-15,Not as Described,12.48,Completed
34989,441036,63502,2025-03-23,Not as Described,443.65,Completed
34990,91693,54159,2025-08-04,Not as Described,63.27,Completed
34991,52622,1621,2025-06-04,Late Delivery,378.76,Completed
34992,114818,80719,2025-05-03,Late Delivery,438.74,Completed
34993,130090,26062,2025-07-07,Damaged,461.67,Completed
34994,152730,43240,2025-11-28,Damaged,166.67,Completed
34995,127309,63215,2025-12-13,Wrong Item,203.29,Completed
34996,352097,12730,2023-09-25,Not as Described,161.76,Completed
34997,172742,25596,2025-07-08,Not as Described,390.18,Completed
34998,247949,85175,2024-07-29,Damaged,426.24,Completed
34999,168045,20389,2024-10-10,Damaged,425.89,Approved
35000,348785,72940,2025-07-09,Late Delivery,211.56,Approved
35001,463557,11028,2025-11-28,Changed Mind,482.1,Approved
35002,282794,94079,2024-02-18,Wrong Item,479.78,Completed
35003,245623,4005,2023-05-06,Changed Mind,210.89,Completed
35004,331909,62148,2023-07-25,Late Delivery,138.93,Completed
35005,57087,15867,2023-03-05,Changed Mind,246.27,Completed
35006,359309,6406,2025-11-11,Late Delivery,76.15,Completed
35007,489667,31363,2025-07-15,Damaged,87.92,Completed
35008,362428,83450,2023-06-01,Changed Mind,343.37,Completed
35009,187377,22503,2024-05-24,Late Delivery,255.47,Completed
35010,34232,13359,2025-07-08,Changed Mind,226.48,Completed
35011,400426,44305,2024-07-08,Not as Described,142.38,Completed
35012,291725,13000,2024-11-05,Wrong Item,135.68,Approved
35013,21621,92334,2025-11-19,Late Delivery,222.09,Approved
35014,469103,25378,2023-12-01,Wrong Item,40.69,Completed
35015,41792,59801,2024-11-07,Not as Described,194.66,Completed
35016,495430,83080,2025-03-06,Late Delivery,373.02,Completed
35017,165703,33227,2023-12-01,Changed Mind,326.35,Completed
35018,454861,67052,2024-10-20,Late Delivery,412.53,Completed
35019,114473,75530,2025-04-27,Not as Described,406.41,Completed
35020,207166,60074,2023-04-22,Not as Described,246.69,Completed
35021,364835,4038,2025-01-13,Not as Described,192.34,Completed
35022,148247,87491,2023-01-18,Changed Mind,185.16,Completed
35023,443564,72940,2023-05-30,Late Delivery,180.47,Approved
35024,126419,87322,2025-08-20,Changed Mind,450.87,Completed
35025,146799,27614,2025-09-17,Late Delivery,350.72,Completed
35026,191683,10807,2023-05-30,Changed Mind,254.6,Rejected
35027,9928,52090,2023-03-23,Changed Mind,431.99,Approved
35028,218807,18166,2023-02-14,Damaged,203.09,Completed
35029,325290,16506,2023-10-08,Changed Mind,180.02,Completed
35030,405592,44440,2023-06-19,Late Delivery,305.15,Completed
35031,206466,53744,2025-07-16,Not as Described,186.2,Completed
35032,22863,26425,2025-12-15,Not as Described,88.74,Completed
35033,341611,36782,2025-12-15,Late Delivery,71.12,Completed
35034,70367,82462,2025-03-20,Late Delivery,39.67,Completed
35035,277542,25453,2023-08-30,Wrong Item,331.95,Completed
35036,94100,87978,2024-07-23,Damaged,426.24,Completed
35037,21837,37272,2025-04-19,Not as Described,429.34,Completed
35038,136568,19064,2023-05-17,Late Delivery,346.11,Completed
35039,190972,17281,2023-11-28,Damaged,170.72,Completed
35040,20839,61977,2023-08-24,Changed Mind,35.98,Completed
35041,213033,96401,2025-01-05,Changed Mind,426.16,Approved
35042,424455,46004,2025-11-28,Damaged,403.63,Completed
35043,321290,38466,2024-01-08,Late Delivery,183.89,Completed
35044,34460,56654,2025-03-22,Not as Described,296.89,Completed
35045,328964,25953,2024-05-27,Damaged,381.06,Approved
35046,426106,31696,2024-08-16,Wrong Item,312.67,Completed
35047,430157,78972,2024-07-22,Changed Mind,101.25,Completed
35048,5844,79827,2025-12-27,Damaged,222.57,Completed
35049,389879,50017,2025-06-24,Wrong Item,122.91,Approved
35050,326439,48253,2023-07-01,Changed Mind,387.74,Completed
35051,184350,15003,2024-02-15,Late Delivery,180.52,Completed
35052,84625,93420,2024-07-28,Wrong Item,471.65,Completed
35053,383709,44612,2023-11-03,Late Delivery,231.95,Completed
35054,38987,28837,2024-09-25,Not as Described,429.31,Completed
35055,330900,35067,2023-10-05,Changed Mind,149.37,Completed
35056,264480,73853,2023-07-06,Changed Mind,389.37,Completed
35057,398393,87697,2025-12-02,Not as Described,312.15,Completed
35058,241964,95360,2025-05-26,Wrong Item,205.99,Completed
35059,411210,34030,2025-04-11,Late Delivery,477.78,Completed
35060,450213,24197,2024-09-06,Wrong Item,339.1,Approved
35061,169736,46236,2023-03-31,Not as Described,277.27,Completed
35062,139357,86193,2025-01-14,Late Delivery,440.94,Approved
35063,276266,89621,2024-04-14,Late Delivery,317.86,Completed
35064,133723,16314,2024-09-19,Changed Mind,487.57,Completed
35065,116858,57,2025-05-18,Damaged,254.66,Completed
35066,113442,26282,2024-04-30,Late Delivery,25.21,Completed
35067,272402,7783,2024-08-21,Wrong Item,29.95,Completed
35068,85606,45029,2023-08-28,Damaged,76.47,Completed
35069,463356,98661,2023-02-01,Not as Described,266.01,Rejected
35070,107047,11482,2023-08-08,Not as Described,266.39,Completed
35071,152663,23507,2024-04-21,Damaged,350.82,Approved
35072,300474,61356,2023-11-10,Not as Described,245.83,Approved
35073,297066,58168,2025-01-14,Late Delivery,406.08,Approved
35074,191973,50999,2024-03-18,Damaged,310.53,Completed
35075,214686,38547,2026-01-01,Late Delivery,13.17,Approved
35076,466377,24127,2023-12-27,Not as Described,261.22,Completed
35077,10462,5796,2023-03-10,Changed Mind,279.2,Completed
35078,364770,21513,2025-07-23,Damaged,203.05,Rejected
35079,163127,74564,2025-05-18,Late Delivery,467.05,Approved
35080,168983,96993,2023-10-04,Damaged,171.81,Completed
35081,373970,52223,2025-07-03,Not as Described,430.46,Completed
35082,282914,66438,2024-09-15,Changed Mind,279.81,Approved
35083,37997,71987,2025-02-01,Late Delivery,41.87,Approved
35084,477088,6536,2023-06-08,Damaged,283.94,Approved
35085,245955,96012,2024-07-08,Changed Mind,439.3,Completed
35086,204569,22149,2024-05-29,Wrong Item,33.91,Completed
35087,433934,86292,2024-10-17,Not as Described,101.26,Completed
35088,242594,89612,2024-04-16,Changed Mind,135.42,Approved
35089,458060,52296,2025-07-02,Wrong Item,116.32,Completed
35090,147590,32270,2025-03-27,Changed Mind,461.35,Approved
35091,200073,7710,2024-10-21,Changed Mind,212.34,Rejected
35092,368647,96534,2024-10-12,Damaged,71.19,Completed
35093,198730,57681,2024-06-20,Not as Described,335.66,Completed
35094,408800,17151,2024-05-23,Damaged,85.5,Completed
35095,383194,8702,2025-10-14,Not as Described,63.47,Rejected
35096,348330,43123,2025-10-05,Not as Described,284.46,Completed
35097,215113,58924,2024-10-05,Damaged,225.44,Completed
35098,248102,94868,2025-12-10,Not as Described,27.94,Approved
35099,446844,58728,2024-04-08,Not as Described,62.89,Approved
35100,126070,52256,2024-03-14,Damaged,403.43,Completed
35101,284390,44638,2024-07-28,Late Delivery,257.34,Completed
35102,334718,53472,2023-02-11,Changed Mind,98.12,Rejected
35103,77865,40703,2023-03-08,Wrong Item,148.88,Completed
35104,59432,27476,2023-08-19,Changed Mind,190.5,Approved
35105,234735,41912,2024-05-22,Late Delivery,72.9,Completed
35106,343770,49142,2023-11-15,Changed Mind,465.61,Approved
35107,492847,79159,2024-02-25,Wrong Item,263.72,Completed
35108,201828,84762,2025-08-21,Late Delivery,462.49,Completed
35109,35915,21676,2023-10-27,Changed Mind,231.07,Completed
35110,167573,50218,2024-11-08,Changed Mind,406.9,Approved
35111,429191,70919,2025-10-24,Wrong Item,481.86,Rejected
35112,96980,65170,2024-11-14,Late Delivery,280.28,Approved
35113,163680,51702,2023-03-11,Damaged,397.88,Completed
35114,32324,53401,2024-04-01,Damaged,237.52,Completed
35115,268078,98701,2024-01-19,Changed Mind,85.03,Approved
35116,481035,8906,2023-02-13,Late Delivery,33.76,Approved
35117,454159,46650,2025-04-28,Changed Mind,184.73,Completed
35118,474269,42145,2025-09-13,Changed Mind,331.28,Completed
35119,312694,1657,2025-02-27,Changed Mind,407.74,Completed
35120,21229,52839,2025-04-02,Changed Mind,75.81,Completed
35121,42331,28552,2025-05-26,Damaged,80.52,Completed
35122,13225,98888,2023-06-21,Not as Described,91.53,Completed
35123,120367,99063,2025-08-05,Late Delivery,325.92,Approved
35124,369380,42028,2025-08-21,Changed Mind,370.52,Completed
35125,459609,43180,2023-10-03,Changed Mind,286.43,Completed
35126,460600,75054,2024-06-30,Changed Mind,13.19,Completed
35127,117862,45828,2023-07-22,Changed Mind,452.06,Completed
35128,10234,53393,2025-10-15,Not as Described,258.33,Approved
35129,85555,59073,2025-01-02,Wrong Item,105.02,Approved
35130,106263,7768,2024-06-22,Changed Mind,323.36,Rejected
35131,235914,6164,2023-10-29,Changed Mind,100.29,Completed
35132,144551,76993,2025-08-12,Not as Described,420.42,Completed
35133,313223,23578,2024-06-06,Not as Described,487.12,Completed
35134,241731,40497,2023-05-14,Changed Mind,141.04,Completed
35135,116897,46327,2023-04-25,Late Delivery,148.63,Approved
35136,492370,80982,2024-12-06,Late Delivery,456.14,Completed
35137,464941,83669,2024-04-13,Changed Mind,420.44,Completed
35138,393729,1463,2025-02-26,Changed Mind,55.92,Completed
35139,83646,25492,2023-12-31,Not as Described,93.28,Completed
35140,324475,69128,2023-08-20,Changed Mind,383.92,Completed
35141,96269,38249,2025-11-13,Changed Mind,336.69,Completed
35142,447571,71687,2023-01-30,Late Delivery,257.82,Completed
35143,479678,29475,2024-10-19,Not as Described,85.04,Completed
35144,202060,38374,2023-06-09,Wrong Item,364.16,Completed
35145,448021,73050,2024-05-13,Wrong Item,95.24,Approved
35146,101575,73342,2023-08-18,Damaged,107.94,Completed
35147,258173,20527,2025-01-22,Not as Described,84.66,Completed
35148,253094,78105,2023-08-21,Changed Mind,182.09,Rejected
35149,248676,13180,2023-11-19,Late Delivery,51.32,Completed
35150,19672,22399,2025-01-14,Changed Mind,278.75,Completed
35151,219053,68099,2024-10-08,Late Delivery,394.06,Rejected
35152,427525,60251,2024-04-25,Damaged,321.69,Approved
35153,236436,13932,2024-06-21,Damaged,153.12,Completed
35154,371036,82551,2024-03-11,Damaged,171.05,Completed
35155,192216,63077,2023-05-31,Changed Mind,438.81,Completed
35156,127593,84117,2025-11-21,Not as Described,197.64,Completed
35157,137265,52196,2024-01-25,Late Delivery,437.33,Rejected
35158,196562,17219,2025-03-17,Changed Mind,409.65,Completed
35159,498126,40382,2024-10-02,Damaged,317.21,Completed
35160,374173,11515,2024-12-10,Wrong Item,139.9,Approved
35161,496093,32347,2024-09-01,Damaged,346.25,Completed
35162,224401,21267,2025-05-10,Damaged,210.12,Approved
35163,312156,53916,2025-10-26,Late Delivery,439.05,Approved
35164,340069,23892,2023-10-17,Not as Described,250.6,Completed
35165,397596,17549,2025-12-22,Damaged,262.57,Completed
35166,392465,5210,2025-10-02,Changed Mind,167.67,Completed
35167,323637,50696,2023-07-22,Late Delivery,188.57,Completed
