ticket_id,customer_id,created_date,category,priority,status,resolution_hours
40851,79749,2024-05-17,Other,Medium,Closed,10.7
40852,58398,2024-06-30,Delivery,Medium,Resolved,4.5
40853,21505,2025-02-22,Delivery,Medium,Resolved,3.1
40854,87633,2025-09-11,Return,Medium,In Progress,15.6
40855,95208,2025-08-29,Delivery,Low,Resolved,5.5
40856,7191,2023-01-16,Other,Medium,Open,8.7
40857,41810,2025-12-26,Product,Medium,Resolved,13.3
40858,96320,2023-11-14,Payment,Low,Closed,10.7
40859,46219,2023-04-12,Product,High,Resolved,13.5
40860,35674,2025-01-16,Return,Low,Closed,12.4
40861,71671,2025-10-09,Payment,Medium,Resolved,18.3
40862,63404,2023-09-08,Payment,Medium,Closed,10.4
40863,76877,2023-03-22,Return,Medium,Closed,3.4
40864,71311,2024-07-09,Other,Low,Resolved,2.6
40865,87287,2024-08-11,Other,Low,Resolved,2.5
40866,53621,2025-12-18,Other,Medium,Closed,3.7
40867,82706,2023-11-29,Product,Low,Resolved,5.2
40868,98435,2023-06-10,Product,High,Resolved,7.0
40869,60319,2023-06-26,Payment,High,Resolved,3.9
40870,42936,2025-03-09,Payment,Low,Closed,13.0
40871,18239,2025-09-23,Delivery,Medium,Resolved,8.2
40872,72415,2023-11-05,Return,Low,Resolved,3.6
40873,55033,2024-11-30,Delivery,Medium,Resolved,1.6
40874,65640,2024-08-31,Other,Low,Resolved,5.0
40875,81197,2024-01-21,Return,Low,Resolved,13.2
40876,94118,2025-04-09,Delivery,Medium,Resolved,16.1
40877,13321,2024-12-26,Return,Low,Closed,12.2
40878,73110,2024-12-21,Return,Medium,Resolved,2.6
40879,70549,2024-10-04,Other,Low,Closed,4.7
40880,65845,2025-11-25,Other,Medium,In Progress,2.7
40881,45790,2024-12-10,Account,Medium,Resolved,15.4
40882,13252,2025-06-22,Product,Critical,Resolved,2.8
40883,86528,2024-10-30,Return,Low,Closed,14.7
40884,3898,2024-11-19,Other,Medium,Closed,4.1
40885,79163,2025-11-19,Delivery,Medium,Resolved,5.5
40886,78873,2025-11-04,Payment,High,Resolved,16.7
40887,35540,2023-03-31,Delivery,High,Resolved,6.9
40888,46490,2025-12-27,Delivery,Medium,Resolved,3.4
40889,19741,2025-07-26,Payment,Low,Resolved,9.7
40890,85098,2024-10-11,Other,Critical,Closed,6.8
40891,17940,2024-12-21,Delivery,Medium,Resolved,8.8
40892,54566,2024-08-02,Return,Low,Closed,19.9
40893,25025,2024-06-15,Account,Medium,Closed,3.5
40894,98864,2025-10-24,Payment,Medium,Closed,16.4
40895,12318,2025-12-11,Delivery,Medium,Resolved,12.6
40896,92793,2024-12-12,Product,High,Closed,10.9
40897,25719,2025-10-28,Account,Medium,Resolved,6.4
40898,3662,2025-06-07,Product,Low,Resolved,1.4
40899,12622,2024-03-25,Product,Medium,Resolved,5.6
40900,91739,2023-10-13,Delivery,High,Resolved,5.9
40901,30319,2024-11-22,Delivery,High,Closed,27.1
40902,80099,2024-05-19,Return,Low,Resolved,11.5
40903,18398,2025-08-14,Return,Low,Closed,3.4
40904,73593,2024-10-12,Return,Medium,Resolved,8.3
40905,26712,2023-12-15,Product,Low,Closed,10.4
40906,44084,2024-05-12,Product,Low,Resolved,2.9
40907,18935,2024-01-10,Payment,Medium,In Progress,8.2
40908,4236,2025-07-27,Return,Medium,Open,38.7
40909,47367,2025-09-11,Product,High,Resolved,18.8
40910,6246,2024-04-17,Product,Low,Closed,6.3
40911,30358,2023-12-03,Other,Low,Closed,16.2
40912,13858,2025-11-11,Payment,Medium,Resolved,6.1
40913,76092,2024-07-23,Return,Low,Open,6.8
40914,54830,2023-07-22,Payment,Low,Closed,3.6
40915,44563,2025-04-28,Payment,Medium,Closed,8.0
40916,73234,2025-10-07,Product,Medium,Closed,2.7
40917,36134,2025-10-13,Return,Medium,Closed,11.4
40918,65281,2023-12-13,Delivery,Medium,Closed,5.3
40919,74699,2023-09-20,Other,Critical,Resolved,9.7
40920,69650,2023-08-27,Delivery,Medium,Open,15.2
40921,39732,2024-05-29,Return,Medium,Open,7.7
40922,82076,2024-04-15,Delivery,Low,Resolved,4.0
40923,17345,2023-09-04,Other,Medium,Resolved,16.2
40924,11044,2025-05-15,Delivery,Low,Resolved,14.3
40925,21778,2024-07-08,Delivery,High,Open,6.0
40926,50886,2023-03-01,Return,Medium,Resolved,7.8
40927,59039,2023-01-22,Delivery,High,Resolved,1.2
40928,70771,2023-10-27,Payment,High,Resolved,3.2
40929,39392,2023-08-30,Product,Low,In Progress,17.6
40930,96366,2023-11-11,Other,Low,Closed,5.6
40931,81583,2025-02-20,Payment,Medium,Closed,19.9
40932,67158,2023-07-03,Account,Low,Closed,5.8
40933,38584,2025-08-08,Product,High,Closed,9.0
40934,87485,2025-10-12,Other,Low,Resolved,3.2
40935,16181,2023-06-30,Delivery,Low,Closed,9.5
40936,64985,2023-07-12,Other,Low,Resolved,32.8
40937,91622,2025-08-13,Product,Low,Closed,4.1
40938,971,2023-11-19,Delivery,Low,Resolved,8.5
40939,16902,2023-09-13,Product,Medium,Resolved,12.1
40940,31094,2024-11-28,Payment,Low,Open,8.6
40941,98350,2023-01-14,Other,Medium,Resolved,1.6
40942,95641,2025-09-27,Product,Medium,In Progress,10.1
40943,18115,2024-08-05,Payment,Critical,Resolved,3.8
40944,86628,2025-09-02,Payment,High,Closed,13.9
40945,7789,2025-11-14,Product,Low,Closed,21.9
40946,67632,2025-07-28,Payment,Low,Resolved,9.1
40947,74836,2024-08-31,Return,Medium,Closed,11.6
40948,89955,2023-08-05,Product,Low,Closed,6.7
40949,67655,2023-03-26,Delivery,Low,In Progress,7.8
40950,4849,2025-11-05,Delivery,Low,Closed,3.0
40951,13932,2025-03-18,Account,Medium,Resolved,8.2
40952,19693,2024-06-23,Product,High,Closed,9.8
40953,34168,2023-04-10,Other,Critical,Closed,5.3
40954,16756,2024-04-28,Return,Medium,Resolved,4.9
40955,31188,2025-02-07,Payment,High,Resolved,3.6
40956,89427,2023-04-09,Product,High,Resolved,5.2
40957,87198,2024-07-22,Payment,Low,Closed,8.7
40958,6920,2025-09-11,Other,Medium,Closed,3.3
40959,69444,2023-04-26,Return,Medium,In Progress,10.8
40960,9074,2023-03-28,Product,Low,Resolved,9.3
40961,73365,2024-09-25,Payment,Medium,Closed,3.8
40962,11752,2024-05-18,Account,High,Open,29.7
40963,5603,2024-07-16,Other,Low,In Progress,1.5
40964,14527,2024-10-28,Product,High,Resolved,6.7
40965,71462,2025-05-29,Other,High,In Progress,1.8
40966,38008,2023-05-03,Delivery,High,Closed,5.9
40967,48818,2025-04-08,Other,Medium,Resolved,22.1
40968,33539,2024-11-13,Payment,Medium,Resolved,44.9
40969,32755,2025-06-16,Account,Low,Resolved,24.3
40970,10674,2023-12-03,Payment,High,In Progress,13.7
40971,1916,2025-04-28,Delivery,Medium,Resolved,39.5
40972,81509,2025-08-10,Product,Low,Closed,10.0
40973,20023,2025-05-17,Delivery,Medium,Closed,5.8
40974,65914,2023-07-17,Account,Low,Closed,19.4
40975,79618,2023-06-30,Return,Low,Resolved,6.1
40976,70726,2025-02-17,Return,Medium,Open,2.8
40977,28524,2023-06-29,Other,High,Resolved,13.5
40978,22703,2024-11-12,Product,Medium,Resolved,10.7
40979,73324,2024-04-30,Return,Medium,Closed,5.0
40980,77863,2025-07-03,Other,Medium,Closed,28.8
40981,8798,2024-06-09,Other,Medium,Closed,4.3
40982,35109,2024-08-11,Product,Low,Closed,6.7
40983,64917,2023-06-12,Delivery,High,Open,12.5
40984,97757,2023-06-20,Product,Medium,Resolved,20.2
40985,55946,2025-12-18,Product,Low,Resolved,11.4
40986,44425,2023-04-08,Product,High,Resolved,3.2
40987,82416,2024-06-26,Delivery,Low,Resolved,27.9
40988,97330,2024-03-10,Product,Medium,Resolved,6.5
40989,95978,2024-12-27,Other,Medium,Resolved,1.0
40990,3448,2025-10-10,Payment,Low,Resolved,56.3
40991,42906,2024-02-26,Account,Medium,Resolved,12.9
40992,40278,2024-09-28,Account,Medium,Resolved,5.9
40993,72389,2024-04-13,Other,Medium,Resolved,8.4
40994,99378,2025-04-21,Return,Low,Resolved,3.5
40995,86726,2023-02-07,Product,Medium,Closed,7.2
40996,36918,2023-08-15,Other,Medium,Closed,9.8
40997,67486,2023-12-18,Account,High,Resolved,6.9
40998,35778,2025-01-19,Product,Low,Resolved,2.9
40999,15561,2024-10-21,Return,Low,Resolved,1.8
41000,38345,2023-08-07,Delivery,Medium,Resolved,8.9
41001,18,2024-06-03,Account,Low,Resolved,5.2
41002,6316,2025-05-30,Other,Low,In Progress,3.9
41003,47389,2025-10-01,Return,Medium,Resolved,10.6
41004,14882,2025-10-29,Product,Low,Resolved,6.1
41005,21993,2023-08-27,Product,Medium,Closed,9.8
41006,82175,2025-12-25,Return,Low,Resolved,17.6
41007,37125,2023-05-26,Product,Low,Resolved,5.0
41008,45614,2025-02-12,Product,Medium,Closed,2.7
41009,46484,2023-10-11,Product,High,Open,9.9
41010,9836,2025-01-03,Other,Medium,Open,5.4
41011,99478,2025-11-05,Return,Medium,Closed,32.6
41012,57571,2023-09-15,Delivery,High,Resolved,3.8
41013,4130,2023-05-23,Delivery,Medium,Closed,22.7
41014,66913,2023-10-15,Other,Low,Closed,7.9
41015,72027,2024-05-16,Product,Low,Closed,6.2
41016,17744,2023-02-24,Other,Low,Resolved,2.8
41017,89431,2023-02-09,Delivery,Low,In Progress,3.5
41018,89080,2023-01-01,Return,Medium,Closed,4.1
41019,78853,2024-05-05,Payment,Medium,Closed,34.7
41020,69737,2023-09-29,Product,Medium,Resolved,42.8
41021,75375,2025-07-25,Other,Medium,Resolved,1.8
41022,31016,2025-03-29,Other,High,Resolved,5.5
41023,20437,2023-08-21,Delivery,Low,Closed,19.0
41024,32334,2025-12-03,Product,Medium,Closed,11.6
41025,48836,2023-09-13,Return,Low,Resolved,12.6
41026,72892,2023-04-30,Other,Medium,In Progress,10.2
41027,4780,2023-08-08,Product,Low,Resolved,10.8
41028,31307,2025-08-18,Product,Medium,In Progress,10.7
41029,31628,2023-07-12,Other,Low,Resolved,2.6
41030,28663,2024-09-08,Other,High,Closed,27.2
41031,26891,2025-04-04,Other,Medium,Resolved,2.3
41032,11413,2024-09-16,Account,Medium,Resolved,10.4
41033,42515,2025-03-30,Other,Low,Resolved,6.2
41034,22097,2025-08-29,Delivery,Low,Closed,8.7
41035,61700,2025-01-13,Product,High,Resolved,3.7
41036,2903,2024-07-29,Payment,Medium,Resolved,13.6
41037,31028,2025-06-02,Delivery,Low,Closed,4.7
41038,83046,2025-09-21,Other,Low,In Progress,16.8
41039,34281,2024-09-09,Delivery,Low,Resolved,3.5
41040,79854,2023-05-27,Account,Medium,Closed,8.6
41041,76205,2025-03-16,Return,Critical,Resolved,8.6
41042,78508,2024-10-18,Return,Medium,Resolved,20.1
41043,69282,2024-07-29,Delivery,Low,In Progress,2.0
41044,7606,2023-03-12,Account,Medium,Closed,16.6
41045,54165,2023-01-12,Return,Low,Resolved,3.3
41046,24209,2024-09-26,Return,Medium,Resolved,7.3
41047,85644,2023-09-28,Product,High,Resolved,8.6
41048,6639,2025-01-25,Product,High,Resolved,4.5
41049,35770,2023-02-05,Other,Low,Resolved,8.3
41050,64269,2025-06-04,Other,Medium,Resolved,6.0
41051,78676,2023-01-16,Delivery,Medium,Resolved,3.5
41052,34505,2024-07-04,Product,Low,Closed,3.0
41053,58164,2025-05-30,Delivery,Medium,Open,5.1
41054,54781,2024-04-29,Payment,Critical,Closed,2.1
41055,25433,2023-09-03,Account,High,Resolved,34.4
41056,67085,2023-02-19,Product,High,Closed,24.5
41057,15673,2025-08-28,Return,High,Resolved,4.2
41058,37055,2025-10-11,Return,Medium,Closed,5.6
41059,68627,2025-03-11,Product,Medium,Closed,39.6
41060,69664,2024-06-20,Payment,Medium,Resolved,5.4
41061,43771,2025-03-14,Other,Medium,Resolved,31.9
41062,84301,2023-05-07,Other,Low,Resolved,14.0
41063,9186,2024-01-09,Return,High,Resolved,2.3
41064,4485,2025-03-06,Account,Low,Closed,11.2
41065,13603,2024-11-15,Other,High,Open,3.6
41066,71990,2023-11-02,Payment,High,Resolved,5.1
41067,18090,2023-05-13,Product,Medium,Resolved,3.9
41068,2406,2024-01-25,Delivery,Medium,Resolved,12.8
41069,10450,2023-01-06,Other,Medium,Closed,4.0
41070,97618,2025-09-22,Product,Critical,Resolved,13.3
41071,8312,2025-01-02,Account,Low,Resolved,5.5
41072,92989,2023-05-07,Account,Low,Resolved,3.1
41073,60919,2023-11-24,Product,Low,Closed,2.7
41074,13988,2023-11-17,Delivery,Medium,Resolved,9.4
41075,49981,2025-09-27,Account,Medium,Resolved,5.9
41076,24283,2025-03-01,Product,High,Resolved,7.3
41077,90547,2025-12-03,Payment,Low,Resolved,9.3
41078,90743,2025-02-11,Product,Medium,Open,4.8
41079,27198,2023-09-08,Other,Medium,Resolved,9.5
41080,95945,2025-08-23,Product,Low,Closed,1.7
41081,33669,2024-09-06,Other,Medium,Resolved,9.2
41082,67320,2024-12-25,Delivery,Low,Closed,5.7
41083,39085,2025-07-27,Return,Medium,Closed,9.2
41084,3977,2023-10-08,Delivery,Medium,Resolved,9.5
41085,73236,2024-09-15,Delivery,Low,Closed,5.2
41086,25719,2024-08-13,Product,Medium,Resolved,8.0
41087,71457,2023-07-30,Delivery,Medium,In Progress,13.0
41088,45997,2025-07-09,Product,Medium,Resolved,5.4
41089,91423,2023-12-17,Return,Low,In Progress,2.1
41090,77905,2023-10-05,Other,Low,Resolved,13.1
41091,435,2024-08-25,Account,Medium,Closed,13.7
41092,93813,2024-12-20,Return,Low,Resolved,10.3
41093,59914,2023-03-11,Return,Medium,Closed,10.4
41094,3803,2023-07-31,Account,Medium,Resolved,9.4
41095,45029,2025-10-25,Other,medium,Resolved,3.9
41096,33208,2024-01-26,Delivery,Low,Resolved,35.2
41097,86496,2025-11-27,Delivery,Medium,In Progress,16.1
41098,77005,2024-09-23,Other,Medium,Open,4.4
41099,679,2025-02-25,Return,Medium,Resolved,8.9
41100,51496,2024-03-21,Other,High,Closed,5.0
41101,91588,2024-04-23,Product,medium,Closed,18.5
41102,88037,2023-01-05,Other,Medium,Resolved,9.3
41103,55388,2024-11-17,Product,Medium,Closed,10.5
41104,6106,2025-07-29,Return,High,Closed,1.5
41105,19247,2025-03-19,Delivery,Medium,Resolved,11.7
41106,24590,2024-08-11,Delivery,Low,Resolved,11.5
41107,2790,2025-08-03,Delivery,Low,Resolved,8.1
41108,28561,2025-05-17,Other,Medium,Open,5.8
41109,98552,2025-01-15,Other,High,Resolved,12.4
41110,81555,2023-08-03,Account,Medium,Resolved,8.7
41111,84179,2024-05-31,Delivery,Low,Open,0.6
41112,54108,2023-04-03,Return,Low,Resolved,5.5
41113,70101,2025-12-24,Product,Low,Closed,4.6
41114,50851,2024-08-15,Return,Low,Resolved,7.0
41115,25234,2023-05-06,Product,Low,Resolved,5.9
41116,31159,2023-05-16,Account,Critical,Closed,5.7
41117,82043,2023-08-19,Other,High,Resolved,2.3
41118,49388,2024-11-26,Delivery,Medium,Resolved,52.7
41119,19642,2023-11-04,Return,Medium,Closed,9.1
41120,65215,2024-05-22,Other,Medium,Closed,4.0
41121,59001,2025-06-03,Delivery,Medium,Resolved,3.0
41122,5086,2023-10-22,Product,Low,Resolved,6.1
41123,31659,2024-08-29,Payment,Medium,Closed,69.5
41124,1036,2024-11-28,Return,Medium,Resolved,13.6
41125,586,2024-08-06,Other,Low,Open,4.9
41126,62522,2025-02-20,Account,Medium,In Progress,16.5
41127,55788,2025-11-26,Account,Medium,Resolved,9.9
41128,84121,2023-11-16,Delivery,Medium,Closed,2.9
41129,6612,2024-06-06,Product,Medium,Resolved,23.2
41130,67468,2023-05-07,Delivery,Medium,Closed,31.7
41131,10899,2025-05-05,Account,Low,Resolved,3.1
41132,25685,2023-05-26,Delivery,High,Closed,15.5
41133,44954,2025-10-11,Delivery,Medium,Open,6.3
41134,13996,2025-10-16,Account,Low,In Progress,3.6
41135,36646,2025-11-06,Return,Medium,Open,9.1
41136,27998,2024-01-10,Account,Medium,Open,3.9
41137,14462,2025-07-30,Product,Critical,Closed,6.4
41138,58647,2025-05-07,Product,high,Resolved,3.3
41139,60992,2024-08-29,Payment,Low,Resolved,7.4
41140,3120,2025-04-08,Payment,Medium,Resolved,7.1
41141,39292,2023-07-05,Delivery,Medium,Resolved,1.9
41142,96560,2024-05-31,Product,Low,Resolved,24.6
41143,38593,2023-03-01,Return,Low,Resolved,12.4
41144,90553,2024-12-27,Delivery,Low,Closed,3.3
41145,2589,2023-02-18,Product,High,Resolved,12.1
41146,66582,2023-02-18,Other,Medium,Open,4.6
41147,33533,2025-10-30,Delivery,Low,Resolved,4.3
41148,51924,2023-03-29,Delivery,High,Closed,7.6
41149,42487,2025-09-23,Other,Medium,Open,3.5
41150,14912,2024-08-24,Account,Medium,Closed,29.1
41151,63793,2024-10-17,Other,Medium,Closed,10.4
41152,95838,2024-11-17,Account,Medium,Closed,18.9
41153,10526,2024-02-23,Product,Critical,Closed,6.0
41154,10478,2025-12-30,Other,Low,Closed,13.7
41155,82373,2025-07-01,Other,Medium,Resolved,2.4
41156,49984,2024-12-11,Payment,Medium,Resolved,6.6
41157,9935,2023-05-12,Other,Low,Resolved,15.1
41158,15385,2023-12-21,Product,Medium,In Progress,1.2
41159,42745,2024-09-23,Delivery,High,Resolved,4.0
41160,63976,2023-11-07,Delivery,High,Closed,13.6
41161,78322,2025-11-09,Account,Medium,Closed,8.4
41162,69778,2023-07-01,Return,Low,Closed,3.9
41163,49385,2025-10-12,Delivery,High,Closed,8.2
41164,816,2024-12-05,Account,Medium,Resolved,41.4
41165,60718,2024-01-03,Account,Low,Resolved,18.0
41166,37836,2025-07-06,Product,Medium,Open,11.7
41167,39342,2025-04-09,Payment,Medium,Resolved,5.1
41168,3563,2025-07-15,Payment,Medium,Resolved,7.1
41169,52930,2023-04-18,Other,Low,Resolved,52.1
41170,27906,2024-02-02,Account,High,Closed,31.2
41171,22806,2025-02-19,Delivery,Medium,Resolved,5.1
41172,90381,2025-10-27,Product,medium,Resolved,4.4
41173,52667,2025-09-04,Other,Medium,Closed,2.4
41174,38920,2023-07-11,Return,High,Closed,19.3
41175,95286,2023-08-30,Return,High,Resolved,8.7
41176,19250,2025-07-24,Product,Low,Closed,16.2
41177,73208,2024-09-28,Delivery,High,Resolved,4.5
41178,15934,2023-11-04,Delivery,Low,Resolved,10.0
41179,55311,2023-08-01,Delivery,Low,Closed,2.7
41180,44814,2023-09-03,Delivery,Medium,Open,17.5
41181,23270,2024-11-20,Other,Low,Closed,1.9
41182,40652,2025-09-04,Payment,High,Resolved,17.1
41183,70922,2024-03-15,Payment,Medium,Resolved,4.0
41184,37032,2023-03-28,Product,Low,Resolved,11.6
41185,73939,2023-08-13,Delivery,High,Closed,2.4
41186,84360,2024-10-24,Product,Low,Closed,4.7
41187,99644,2023-03-10,Delivery,Medium,In Progress,11.8
41188,71417,2025-01-07,Product,Low,In Progress,30.9
41189,23569,2024-12-27,Other,High,Resolved,9.8
41190,27555,2024-11-27,Product,Medium,Resolved,5.2
41191,52465,2024-02-24,Payment,High,Resolved,4.4
41192,8235,2025-11-22,Delivery,Low,In Progress,2.3
41193,34086,2025-01-19,Return,Medium,Resolved,20.9
41194,56921,2023-11-04,Other,Low,Closed,11.9
41195,57204,2023-10-12,Other,High,Resolved,1.9
41196,19390,2024-06-29,Other,Medium,Resolved,37.1
41197,37950,2025-10-08,Other,Low,Resolved,6.0
41198,94356,2025-03-19,Delivery,High,Closed,16.2
41199,91265,2025-01-21,Product,Medium,Closed,3.5
41200,8692,2023-09-23,Payment,Low,Closed,19.3
41201,43303,2024-10-27,Product,Low,Closed,14.5
41202,28732,2024-07-28,Delivery,High,Closed,3.2
41203,74684,2024-11-16,Return,Low,Closed,5.7
41204,67447,2025-01-30,Payment,Medium,Closed,20.6
41205,47521,2023-10-17,Other,Medium,Closed,2.7
41206,73227,2025-03-27,Delivery,Critical,Resolved,10.3
41207,34939,2024-04-22,Account,Medium,In Progress,25.8
41208,82467,2024-09-21,Account,Medium,Closed,6.7
41209,28803,2024-02-18,Account,Low,Resolved,4.6
41210,16017,2024-05-27,Other,Medium,Resolved,12.1
41211,98594,2025-02-13,Delivery,Low,Resolved,19.8
41212,46438,2023-06-03,Product,Low,Closed,3.7
41213,21065,2024-09-15,Delivery,Low,Resolved,4.7
41214,51900,2024-10-30,Other,low,Resolved,7.5
41215,97530,2024-10-23,Payment,Medium,Resolved,11.1
41216,27789,2023-06-18,Product,High,Resolved,9.0
41217,97889,2024-01-06,Other,Medium,Closed,5.7
41218,9324,2025-07-27,Product,Low,Closed,7.8
41219,51343,2023-06-27,Product,Medium,Resolved,3.7
41220,17510,2024-01-04,Product,Medium,In Progress,14.3
41221,72601,2024-08-28,Other,Medium,Open,6.0
41222,73636,2025-08-24,Payment,Critical,Resolved,11.0
41223,84730,2024-07-20,Other,low,Closed,4.2
41224,43058,2025-10-08,Payment,Low,Closed,11.2
41225,81370,2024-09-09,Product,Low,Closed,9.8
41226,2864,2025-01-13,Delivery,Medium,Closed,5.2
41227,46804,2025-05-05,Payment,Medium,Resolved,9.1
41228,4180,2023-08-16,Other,Medium,Closed,1.1
41229,68699,2025-02-03,Delivery,Medium,Closed,5.1
41230,99887,2024-06-04,Delivery,High,In Progress,17.9
41231,46056,2025-09-13,Delivery,Low,Resolved,12.1
41232,61526,2024-02-27,Delivery,Medium,Closed,2.1
41233,64866,2024-06-07,Return,Low,Resolved,5.3
41234,12893,2025-07-14,Delivery,Medium,Resolved,16.5
41235,97404,2024-06-05,Payment,Low,Resolved,7.0
41236,36868,2024-07-08,Return,Medium,Resolved,26.7
41237,37160,2023-05-01,Other,High,Resolved,11.8
41238,71719,2025-07-23,Product,Medium,Resolved,5.1
41239,40711,2024-09-12,Delivery,High,Resolved,19.0
41240,14484,2023-10-10,Return,Low,Resolved,10.9
41241,86239,2025-09-18,Return,Low,Closed,7.2
41242,73377,2023-09-26,Product,Low,Closed,8.5
41243,75617,2025-07-09,Product,Medium,Resolved,6.7
41244,14598,2023-05-28,Other,High,Resolved,6.4
41245,79752,2023-10-07,Delivery,Low,In Progress,9.9
41246,33068,2023-07-15,Delivery,Low,Resolved,30.0
41247,60142,2025-09-28,Account,Low,Resolved,3.4
41248,76292,2025-01-27,Return,High,Closed,5.5
41249,64104,2025-05-17,Account,High,Resolved,2.8
41250,63033,2023-12-27,Delivery,Medium,Resolved,13.5
41251,2477,2025-01-05,Return,Low,Closed,15.6
41252,88990,2023-09-29,Payment,Medium,Resolved,13.4
41253,15338,2024-08-16,Product,Medium,Closed,51.7
41254,52885,2025-11-06,Other,Medium,Resolved,3.7
41255,3103,2023-01-06,Return,Low,Resolved,9.4
41256,9391,2024-12-30,Return,Low,Resolved,13.4
41257,38769,2024-01-12,Payment,Low,Closed,16.0
41258,16821,2025-08-27,Delivery,Medium,Resolved,12.3
41259,61891,2024-06-30,Delivery,Low,Resolved,3.6
41260,30305,2025-10-11,Payment,Medium,Closed,15.9
41261,56120,2024-02-23,Return,Medium,Closed,3.3
41262,11288,2024-12-26,Product,Medium,Open,3.1
41263,57120,2025-09-19,Other,High,Closed,5.9
41264,95733,2023-01-27,Delivery,Medium,Resolved,2.6
41265,8315,2025-09-22,Product,Low,Closed,8.1
41266,22320,2025-09-07,Payment,High,Closed,3.1
41267,51603,2024-10-27,Payment,Medium,Resolved,7.2
41268,90531,2025-12-21,Account,Low,Closed,7.3
41269,34264,2025-05-24,Delivery,Medium,Closed,7.3
41270,1916,2024-09-29,Other,Low,In Progress,10.7
41271,16148,2024-03-29,Account,Medium,Resolved,7.9
41272,54723,2024-12-24,Return,High,In Progress,8.0
41273,80826,2025-03-05,Payment,Low,Resolved,8.7
41274,89193,2023-02-08,Delivery,High,Resolved,3.1
41275,16480,2023-04-28,Return,Medium,Resolved,6.0
41276,14631,2024-02-14,Delivery,Medium,Open,7.4
41277,12660,2025-04-05,Return,High,Resolved,4.5
41278,96916,2025-07-06,Return,Medium,Closed,3.1
41279,60850,2023-12-04,Product,Medium,Resolved,8.2
41280,10193,2023-12-24,Product,Low,Closed,3.7
41281,71538,2025-06-12,Product,Low,Resolved,7.0
41282,42934,2023-06-14,Payment,Medium,In Progress,5.3
41283,82776,2024-03-28,Account,Medium,Resolved,16.1
41284,48857,2024-02-18,Other,Low,Resolved,5.7
41285,79496,2024-06-11,Product,Medium,Resolved,9.3
41286,81780,2025-09-23,Other,Critical,In Progress,4.5
41287,66218,2024-05-17,Product,Medium,Closed,16.5
41288,20965,2024-04-05,Account,Low,Resolved,7.1
41289,42687,2024-04-14,Account,High,Closed,6.5
41290,29820,2023-09-23,Return,Low,Resolved,7.4
41291,68590,2024-11-02,Return,Medium,Resolved,3.0
41292,15507,2023-03-22,Product,Medium,Resolved,22.0
41293,3184,2024-09-03,Other,High,Resolved,7.3
41294,73108,2023-03-04,Delivery,Low,Resolved,4.4
41295,61759,2023-06-15,Other,Medium,Resolved,49.5
41296,62435,2023-08-27,Other,Medium,In Progress,3.7
41297,37010,2025-01-03,Delivery,High,Resolved,7.5
41298,55226,2025-01-22,Payment,Medium,In Progress,2.4
41299,85985,2025-12-28,Payment,Medium,Resolved,8.0
41300,22004,2023-05-19,Return,Medium,Closed,9.7
41301,58910,2023-12-31,Delivery,Medium,Closed,13.1
41302,24710,2024-12-06,Payment,Low,Closed,2.3
41303,97673,2025-09-21,Payment,Medium,Closed,11.4
41304,15461,2023-07-24,Delivery,Medium,Resolved,5.7
41305,64003,2023-05-23,Payment,Medium,Open,10.0
41306,27679,2025-01-15,Product,Low,Resolved,8.2
41307,13614,2023-06-24,Delivery,Low,Closed,30.6
41308,72130,2025-12-04,Product,Medium,Closed,9.3
41309,17401,2023-12-29,Delivery,Low,Resolved,20.6
41310,19258,2024-01-27,Product,Medium,Resolved,2.2
41311,7609,2023-11-09,Product,Medium,Closed,2.6
41312,84370,2025-04-24,Payment,High,In Progress,3.8
41313,24168,2024-06-23,Payment,Low,Resolved,32.1
41314,67437,2024-01-18,Account,Medium,Resolved,2.9
41315,94253,2024-04-22,Other,Low,Closed,20.8
41316,67962,2025-08-13,Account,Medium,Closed,15.1
41317,17387,2024-08-12,Other,Low,Resolved,1.4
41318,76781,2024-04-08,Delivery,low,Resolved,14.1
41319,31281,2024-06-25,Return,Medium,Closed,3.2
41320,54812,2025-02-06,Payment,Medium,Closed,6.2
41321,28072,2023-10-31,Other,Low,Resolved,7.1
41322,35409,2023-07-24,Product,Low,Closed,13.2
41323,49919,2023-12-30,Product,Low,Resolved,7.6
41324,94606,2025-10-02,Product,Low,Resolved,16.4
41325,5132,2024-06-17,Other,Medium,Closed,9.5
41326,87231,2025-09-13,Return,High,Resolved,1.7
41327,25280,2023-07-02,Return,Medium,In Progress,3.7
41328,55268,2023-06-08,Delivery,Medium,Resolved,10.2
41329,49804,2024-10-13,Product,Medium,Resolved,5.8
41330,39591,2023-06-27,Other,Medium,Closed,11.6
41331,21293,2025-05-10,Other,Medium,In Progress,31.8
41332,6331,2024-02-14,Return,Medium,In Progress,4.8
41333,98253,2025-01-21,Product,Medium,Closed,13.2
41334,24104,2025-02-25,Delivery,Medium,Closed,23.3
41335,87042,2025-10-08,Account,High,Resolved,3.6
41336,86515,2023-04-11,Product,Low,Resolved,8.3
41337,83762,2024-05-01,Payment,Medium,Resolved,6.0
41338,73378,2023-05-15,Account,Medium,Resolved,2.3
41339,41646,2025-05-20,Return,Low,Closed,11.5
41340,81369,2023-03-17,Account,Medium,Closed,8.9
41341,445,2025-03-16,Return,Medium,Resolved,6.9
41342,31718,2025-01-29,Payment,Medium,Resolved,24.8
